country_code,Year,Month,day,month_year,total_passengers_official,Domestic,International,total_passengers_open
ESP,2010,12,1,December 2010,9400.115,2722.083,6678.032,12195.96
ESP,2011,1,1,January 2011,9473.803,2543.718,6930.085,12091.66
ESP,2011,2,1,February 2011,9579.589,2657.323,6922.266,12297.602
ESP,2011,3,1,March 2011,11961.986,3217.156,8744.83,15257.411
ESP,2011,4,1,April 2011,13999.066,3269.847,10729.219,17337.828
ESP,2011,5,1,May 2011,14564.261,3211.582,11352.679,17850.407
ESP,2011,6,1,June 2011,15977.882,3368.836,12609.046,19421.45
ESP,2011,7,1,July 2011,18690.572,3830.333,14860.239,22596.748
ESP,2011,8,1,August 2011,18880.593,3851.994,15028.599,22802.996
ESP,2011,9,1,September 2011,16745.596,3472.218,13273.378,20283.312
ESP,2011,10,1,October 2011,15062.648,3121.085,11941.563,18241.064
ESP,2011,11,1,November 2011,10276.522,2746.016,7530.506,13086.883
ESP,2011,12,1,December 2011,9940.712,2676.416,7264.296,12694.96
ESP,2012,1,1,January 2012,9306.924,2355.761,6951.163,11748.51
ESP,2012,2,1,February 2012,9207.701,2328.464,6879.237,11622.052
ESP,2012,3,1,March 2012,11382.871,2733.854,8649.017,14189.949
ESP,2012,4,1,April 2012,13210.008,2806.439,10403.569,16086.538
ESP,2012,5,1,May 2012,14220.143,2886.037,11334.106,17174.537
ESP,2012,6,1,June 2012,16003.971,3083.997,12919.974,19172.033
ESP,2012,7,1,July 2012,18459.434,3496.835,14962.599,22034.048
ESP,2012,8,1,August 2012,18585.614,3461.256,15124.358,22119.694
ESP,2012,9,1,September 2012,16475.542,3029.41,13446.132,19594.92
ESP,2012,10,1,October 2012,14226.372,2674.409,11551.963,16978.924
ESP,2012,11,1,November 2012,9566.851,2166.89,7399.961,11821.713
ESP,2012,12,1,December 2012,9125.83,2189.705,6936.125,11389.976
ESP,2013,1,1,January 2013,8590.956,2004.525,6586.431,10681.057
ESP,2013,2,1,February 2013,8444.049,1918.746,6525.303,10446.373
ESP,2013,3,1,March 2013,11025.94,2284.086,8741.854,13401.839
ESP,2013,4,1,April 2013,12416.632,2359.742,10056.89,14854.904
ESP,2013,5,1,May 2013,14353.5,2451.144,11902.356,16872.251
ESP,2013,6,1,June 2013,15887.131,2591.524,13295.607,18545.882
ESP,2013,7,1,July 2013,18047.426,2921.824,15125.602,21033.179
ESP,2013,8,1,August 2013,18561.941,2906.855,15655.086,21527.56
ESP,2013,9,1,September 2013,16374.282,2590.475,13783.807,19031.074
ESP,2013,10,1,October 2013,14422.718,2385.671,12037.047,16866.941
ESP,2013,11,1,November 2013,10040.406,2098.072,7942.334,12207.887
ESP,2013,12,1,December 2013,9566.992,2086.818,7480.174,11729.165
ESP,2014,1,1,January 2014,9007.027,1860.901,7146.126,10947.402
ESP,2014,2,1,February 2014,8844.369,1840.095,7004.274,10768.076
ESP,2014,3,1,March 2014,11106.476,2239.576,8866.9,13432.431
ESP,2014,4,1,April 2014,13704.291,2461.747,11242.544,16237.631
ESP,2014,5,1,May 2014,15007.861,2446.254,12561.607,17526.599
ESP,2014,6,1,June 2014,16622.395,2699.025,13923.37,19429.754
ESP,2014,7,1,July 2014,18749.28,3032.034,15717.246,21885.834
ESP,2014,8,1,August 2014,19714.262,3076.628,16637.634,22894.324
ESP,2014,9,1,September 2014,17167.348,2739.484,14427.864,20012.891
ESP,2014,10,1,October 2014,15099.949,2520.978,12578.971,17717.803
ESP,2014,11,1,November 2014,10351.465,2138.142,8213.323,12598.328
ESP,2014,12,1,December 2014,9979.659,2151.681,7827.978,12238.524
ESP,2015,1,1,January 2015,9496.882,1899.789,7597.093,11527.013
ESP,2015,2,1,February 2015,9372.113,1943.47,7428.643,11438.826
ESP,2015,3,1,March 2015,11835.533,2380.358,9455.175,14361.008
ESP,2015,4,1,April 2015,14086.347,2578.972,11507.375,16790.044
ESP,2015,5,1,May 2015,15967.412,2606.022,13361.39,18696.402
ESP,2015,6,1,June 2015,17215.856,2797.837,14418.019,20147.47
ESP,2015,7,1,July 2015,19737.822,3210.397,16527.425,23086.663
ESP,2015,8,1,August 2015,20551.587,3277.945,17273.642,23980.501
ESP,2015,9,1,September 2015,17960.01,2905.676,15054.334,21010.238
ESP,2015,10,1,October 2015,16311.112,2664.344,13646.768,19108.43
ESP,2015,11,1,November 2015,11297.437,2288.6,9008.837,13755.02
ESP,2015,12,1,December 2015,10820.392,2327.703,8492.689,13338.895
ESP,2016,1,1,January 2016,10576.079,2150.34,8425.739,12951.418
ESP,2016,2,1,February 2016,10841.422,2247.438,8593.984,13304.464
ESP,2016,3,1,March 2016,13524.242,2704.371,10819.871,16449.82
ESP,2016,4,1,April 2016,15092.08,2675.525,12416.555,17977.914
ESP,2016,5,1,May 2016,17691.974,2904.386,14787.588,20805.846
ESP,2016,6,1,June 2016,19024.463,3065.396,15959.067,22306.725
ESP,2016,7,1,July 2016,22032.687,3364.89,18667.797,25654.521
ESP,2016,8,1,August 2016,22166.098,3379.255,18786.843,25796.656
ESP,2016,9,1,September 2016,19829.99,3115.591,16714.399,23171.969
ESP,2016,10,1,October 2016,18353.58,2841.561,15512.019,21433.987
ESP,2016,11,1,November 2016,12408.391,2529.236,9879.155,15157.768
ESP,2016,12,1,December 2016,12331.031,2456.649,9874.382,15017.286
ESP,2017,1,1,January 2017,11721.882,2277.647,9444.235,14241.232
ESP,2017,2,1,February 2017,11510.948,2254.331,9256.617,13982.683
ESP,2017,3,1,March 2017,14162.252,2801.433,11360.819,17195.059
ESP,2017,4,1,April 2017,17738.888,3025.838,14713.05,20993.244
ESP,2017,5,1,May 2017,19041.33,3076.963,15964.367,22354.937
ESP,2017,6,1,June 2017,20926.797,3311.844,17614.953,24479.468
ESP,2017,7,1,July 2017,23635.177,3625.598,20009.579,27535.765
ESP,2017,8,1,August 2017,23573.035,3557.776,20015.259,27388.616
ESP,2017,9,1,September 2017,21439.063,3352.993,18086.07,25048.887
ESP,2017,10,1,October 2017,19379.552,3174.219,16205.333,22809.968
ESP,2017,11,1,November 2017,13457.715,2857.566,10600.149,16544.907
ESP,2017,12,1,December 2017,13237.45,2850.248,10387.202,16333.404
EST,2010,1,1,January 2010,88.328,1.834,86.494,88.528
EST,2010,2,1,February 2010,83.729,1.34,82.389,83.903
EST,2010,3,1,March 2010,109.021,1.591,107.43,109.283
EST,2010,4,1,April 2010,87.198,1.156,86.042,88.801
EST,2010,5,1,May 2010,124.222,1.934,122.288,124.735
EST,2010,6,1,June 2010,138.498,2.243,136.255,139.164
EST,2010,7,1,July 2010,135.412,3.374,132.038,135.151
EST,2010,8,1,August 2010,137.726,2.975,134.751,138.086
EST,2010,9,1,September 2010,133.593,2.181,131.412,133.237
EST,2010,10,1,October 2010,131.427,2.235,129.192,131.503
EST,2010,11,1,November 2010,108.565,1.869,106.696,109.039
EST,2010,12,1,December 2010,103.343,1.922,101.421,103.401
EST,2011,1,1,January 2011,110.607,1.873,108.734,111.205
EST,2011,2,1,February 2011,103.79,1.595,102.195,104.199
EST,2011,3,1,March 2011,136.764,2.171,134.593,137.257
EST,2011,4,1,April 2011,149.33,2.316,147.014,149.705
EST,2011,5,1,May 2011,180.284,2.795,177.489,180.751
EST,2011,6,1,June 2011,186.556,3.042,183.514,186.945
EST,2011,7,1,July 2011,188.606,3.526,185.08,189.026
EST,2011,8,1,August 2011,192.778,3.446,189.332,193.321
EST,2011,9,1,September 2011,185.063,2.187,182.876,185.359
EST,2011,10,1,October 2011,179.521,2.144,177.377,180.105
EST,2011,11,1,November 2011,151.528,1.891,149.637,152.219
EST,2011,12,1,December 2011,142.742,1.98,140.762,143.08
EST,2012,1,1,January 2012,133.273,1.514,131.759,133.493
EST,2012,2,1,February 2012,125.804,1.614,124.19,126.054
EST,2012,3,1,March 2012,163.573,2.038,161.535,163.783
EST,2012,4,1,April 2012,191.656,2.086,189.57,192.027
EST,2012,5,1,May 2012,215.075,1.97,213.105,215.679
EST,2012,6,1,June 2012,224.968,2.344,222.624,225.565
EST,2012,7,1,July 2012,227.873,2.469,225.404,228.287
EST,2012,8,1,August 2012,223.484,2.549,220.935,223.815
EST,2012,9,1,September 2012,208.067,2.456,205.611,208.506
EST,2012,10,1,October 2012,202.796,2.456,200.34,202.93
EST,2012,11,1,November 2012,150.764,2.201,148.563,150.973
EST,2012,12,1,December 2012,135.094,1.388,133.706,135.178
EST,2013,1,1,January 2013,123.139,1.273,121.866,123.461
EST,2013,2,1,February 2013,108.612,1.168,107.444,108.891
EST,2013,3,1,March 2013,143.652,1.252,142.4,144.017
EST,2013,4,1,April 2013,160.495,1.104,159.391,161.127
EST,2013,5,1,May 2013,183.407,1.741,181.666,184.252
EST,2013,6,1,June 2013,200.012,1.721,198.291,199.831
EST,2013,7,1,July 2013,198.795,2.541,196.254,198.501
EST,2013,8,1,August 2013,200.405,2.326,198.079,199.782
EST,2013,9,1,September 2013,190.431,1.635,188.796,190.329
EST,2013,10,1,October 2013,187.84,1.671,186.169,188.005
EST,2013,11,1,November 2013,136.779,1.447,135.332,136.043
EST,2013,12,1,December 2013,124.998,1.325,123.673,124.562
EST,2014,1,1,January 2014,120.548,1.205,119.343,119.911
EST,2014,2,1,February 2014,113.71,0.961,112.749,113.157
EST,2014,3,1,March 2014,149.286,1.075,148.211,148.901
EST,2014,4,1,April 2014,159.035,1.326,157.709,158.758
EST,2014,5,1,May 2014,186.132,1.369,184.763,185.567
EST,2014,6,1,June 2014,200.877,1.712,199.165,200.507
EST,2014,7,1,July 2014,212.112,2.256,209.856,211.92
EST,2014,8,1,August 2014,208.671,1.942,206.729,208.537
EST,2014,9,1,September 2014,195.525,1.204,194.321,195.301
EST,2014,10,1,October 2014,189.193,1.357,187.836,189.084
EST,2014,11,1,November 2014,147.57,1.067,146.503,148.372
EST,2014,12,1,December 2014,137.147,1.156,135.991,137.276
EST,2015,1,1,January 2015,127.698,1.052,126.646,128.089
EST,2015,2,1,February 2015,121.827,1.092,120.735,122.462
EST,2015,3,1,March 2015,162.494,1.342,161.152,162.797
EST,2015,4,1,April 2015,174.411,1.474,172.937,174.527
EST,2015,5,1,May 2015,200.502,1.662,198.84,201.53
EST,2015,6,1,June 2015,217.155,1.908,215.247,217.812
EST,2015,7,1,July 2015,230.818,2.331,228.487,231.251
EST,2015,8,1,August 2015,233.652,2.183,231.469,234.237
EST,2015,9,1,September 2015,207.006,1.651,205.355,207.426
EST,2015,10,1,October 2015,206.634,1.866,204.768,207.276
EST,2015,11,1,November 2015,145.37,1.604,143.766,145.679
EST,2015,12,1,December 2015,133.411,1.394,132.017,133.577
EST,2016,1,1,January 2016,126.673,1.156,125.517,127.472
EST,2016,2,1,February 2016,127.811,1.328,126.483,128.037
EST,2016,3,1,March 2016,157.596,1.674,155.922,158.023
EST,2016,4,1,April 2016,179.293,0.032,179.261,180.268
EST,2016,6,1,June 2016,224.055,0.762,223.293,224.76
EST,2016,7,1,July 2016,227.231,2.296,224.935,227.867
EST,2016,8,1,August 2016,227.497,2.386,225.111,228.175
EST,2016,9,1,September 2016,214.518,1.776,212.742,214.649
EST,2016,10,1,October 2016,210.284,2.276,208.008,210.735
EST,2016,11,1,November 2016,159.672,1.901,157.771,159.969
EST,2016,12,1,December 2016,159.822,1.774,158.048,159.663
EST,2017,1,1,January 2017,154.185,1.455,152.73,154.783
EST,2017,2,1,February 2017,149.119,1.438,147.681,149.564
EST,2017,3,1,March 2017,184.307,1.64,182.667,184.431
EST,2017,4,1,April 2017,202.889,1.773,201.116,203.958
EST,2017,5,1,May 2017,232.518,2.166,230.352,234.008
EST,2017,6,1,June 2017,258.805,2.322,256.483,259.775
EST,2017,7,1,July 2017,270.526,2.933,267.593,272.688
EST,2017,8,1,August 2017,272.676,2.856,269.82,274.075
EST,2017,9,1,September 2017,264.776,2.023,262.753,266.751
EST,2017,10,1,October 2017,255.403,2.074,253.329,257.027
EST,2017,11,1,November 2017,201.932,1.891,200.041,202.701
EST,2017,12,1,December 2017,188.009,1.953,186.056,188.6
FIN,2010,1,1,January 2010,1052.616,190.01,862.606,1211.792
FIN,2010,2,1,February 2010,1041.402,219.4,822.002,1214.599
FIN,2010,3,1,March 2010,1267.8,271.326,996.474,1476.742
FIN,2010,4,1,April 2010,860.07,147.681,712.389,978.632
FIN,2010,5,1,May 2010,1222.318,184.809,1037.509,1365.093
FIN,2010,6,1,June 2010,1346.123,175.967,1170.156,1480.505
FIN,2010,7,1,July 2010,1303.233,116.757,1186.476,1393.846
FIN,2010,8,1,August 2010,1275.217,156.87,1118.347,1403.362
FIN,2010,9,1,September 2010,1286.259,205.073,1081.186,1449.94
FIN,2010,10,1,October 2010,1342.615,195.739,1146.876,1493.72
FIN,2010,11,1,November 2010,1137.52,217.334,920.186,1309.069
FIN,2010,12,1,December 2010,1085.463,169.29,916.173,1205.836
FIN,2011,1,1,January 2011,1161.332,202.757,958.575,1299.345
FIN,2011,2,1,February 2011,1130.671,223.867,906.804,1291.05
FIN,2011,3,1,March 2011,1351.546,278.591,1072.955,1553.1
FIN,2011,4,1,April 2011,1367.587,259.895,1107.692,1555.925
FIN,2011,5,1,May 2011,1443.21,241.435,1201.775,1612.285
FIN,2011,6,1,June 2011,1550.563,221.515,1329.048,1714.458
FIN,2011,7,1,July 2011,1514.558,160.434,1354.124,1634.687
FIN,2011,8,1,August 2011,1435.078,194.47,1240.608,1581.654
FIN,2011,9,1,September 2011,1431.985,244.318,1187.667,1604.939
FIN,2011,10,1,October 2011,1468.349,232.668,1235.681,1631.614
FIN,2011,11,1,November 2011,1197.71,243.281,954.429,1381.035
FIN,2011,12,1,December 2011,1321.809,250.815,1070.994,1501.766
FIN,2012,1,1,January 2012,1256.353,246.19,1010.163,1454.0
FIN,2012,2,1,February 2012,1251.262,273.035,978.227,1475.046
FIN,2012,3,1,March 2012,1437.276,325.863,1111.413,1705.972
FIN,2012,4,1,April 2012,1388.408,251.304,1137.104,1589.277
FIN,2012,5,1,May 2012,1415.611,223.568,1192.043,1593.544
FIN,2012,6,1,June 2012,1516.745,205.947,1310.798,1688.096
FIN,2012,7,1,July 2012,1454.574,147.028,1307.546,1583.892
FIN,2012,8,1,August 2012,1415.81,189.868,1225.942,1570.224
FIN,2012,9,1,September 2012,1415.054,220.5,1194.554,1595.014
FIN,2012,10,1,October 2012,1433.37,209.495,1223.875,1597.035
FIN,2012,11,1,November 2012,1197.779,220.998,976.781,1377.286
FIN,2012,12,1,December 2012,1276.573,207.384,1069.189,1433.031
FIN,2013,1,1,January 2013,1190.652,199.958,990.694,1351.938
FIN,2013,2,1,February 2013,1181.445,224.683,956.762,1365.026
FIN,2013,3,1,March 2013,1377.146,271.11,1106.036,1605.18
FIN,2013,4,1,April 2013,1357.674,226.995,1130.679,1542.073
FIN,2013,5,1,May 2013,1420.393,200.544,1219.849,1579.328
FIN,2013,6,1,June 2013,1537.015,180.241,1356.774,1685.723
FIN,2013,7,1,July 2013,1538.437,130.453,1407.984,1652.252
FIN,2013,8,1,August 2013,1493.923,166.5,1327.423,1634.767
FIN,2013,9,1,September 2013,1461.236,209.39,1251.846,1631.917
FIN,2013,10,1,October 2013,1478.043,202.653,1275.39,1638.614
FIN,2013,11,1,November 2013,1193.585,211.86,981.725,1373.305
FIN,2013,12,1,December 2013,1335.842,215.12,1120.722,1505.654
FIN,2014,1,1,January 2014,1252.591,210.783,1041.808,1428.043
FIN,2014,2,1,February 2014,1226.866,232.089,994.777,1422.316
FIN,2014,3,1,March 2014,1426.007,283.757,1142.25,1665.567
FIN,2014,4,1,April 2014,1420.894,221.023,1199.871,1601.568
FIN,2014,5,1,May 2014,1465.517,201.949,1263.568,1630.228
FIN,2014,6,1,June 2014,1609.155,192.18,1416.975,1769.495
FIN,2014,7,1,July 2014,1563.729,130.431,1433.298,1674.548
FIN,2014,8,1,August 2014,1537.721,177.697,1360.024,1686.583
FIN,2014,9,1,September 2014,1495.137,212.735,1282.402,1667.9
FIN,2014,10,1,October 2014,1546.467,212.435,1334.032,1715.049
FIN,2014,11,1,November 2014,1261.839,221.129,1040.71,1449.544
FIN,2014,12,1,December 2014,1366.008,219.986,1146.022,1540.539
FIN,2015,1,1,January 2015,1246.361,200.422,1045.939,1409.742
FIN,2015,2,1,February 2015,1246.082,233.711,1012.371,1439.561
FIN,2015,3,1,March 2015,1440.44,278.331,1162.109,1672.013
FIN,2015,4,1,April 2015,1410.426,219.654,1190.772,1591.839
FIN,2015,5,1,May 2015,1474.746,205.844,1268.902,1642.501
FIN,2015,6,1,June 2015,1599.596,198.065,1401.531,1760.203
FIN,2015,7,1,July 2015,1607.679,147.618,1460.061,1721.039
FIN,2015,8,1,August 2015,1579.508,187.203,1392.305,1734.337
FIN,2015,9,1,September 2015,1530.338,218.95,1311.388,1705.214
FIN,2015,10,1,October 2015,1590.824,224.742,1366.082,1766.733
FIN,2015,11,1,November 2015,1315.051,239.831,1075.22,1516.012
FIN,2015,12,1,December 2015,1438.195,244.765,1193.43,1626.91
FIN,2016,1,1,January 2016,1310.388,221.145,1089.243,1490.049
FIN,2016,2,1,February 2016,1350.495,264.109,1086.386,1570.64
FIN,2016,3,1,March 2016,1489.029,285.024,1204.005,1730.433
FIN,2016,4,1,April 2016,1419.066,234.394,1184.672,1609.9
FIN,2016,5,1,May 2016,1526.576,215.661,1310.915,1706.843
FIN,2016,6,1,June 2016,1644.55,196.714,1447.836,1810.22
FIN,2016,7,1,July 2016,1642.879,136.396,1506.483,1743.922
FIN,2016,8,1,August 2016,1597.493,185.964,1411.529,1756.432
FIN,2016,9,1,September 2016,1584.146,230.012,1354.134,1776.05
FIN,2016,10,1,October 2016,1583.955,214.426,1369.529,1758.298
FIN,2016,11,1,November 2016,1368.336,250.151,1118.185,1580.665
FIN,2016,12,1,December 2016,1583.041,254.884,1328.157,1777.723
FIN,2017,1,1,January 2017,1444.45,249.961,1194.489,1651.608
FIN,2017,2,1,February 2017,1414.963,267.415,1147.548,1636.33
FIN,2017,3,1,March 2017,1583.773,299.521,1284.252,1835.193
FIN,2017,4,1,April 2017,1574.73,232.604,1342.126,1767.804
FIN,2017,5,1,May 2017,1694.938,212.765,1482.173,1855.712
FIN,2017,6,1,June 2017,1825.647,187.552,1638.095,1953.351
FIN,2017,7,1,July 2017,1830.037,126.227,1703.81,1901.682
FIN,2017,8,1,August 2017,1791.313,185.198,1606.115,1927.09
FIN,2017,9,1,September 2017,1767.359,228.501,1538.858,1922.685
FIN,2017,10,1,October 2017,1784.812,225.763,1559.049,1953.44
FIN,2017,11,1,November 2017,1563.301,268.866,1294.435,1778.436
FIN,2017,12,1,December 2017,1779.624,274.293,1505.331,1966.368
FRA,2010,1,1,January 2010,8013.729,1858.247,6155.482,8933.803
FRA,2010,2,1,February 2010,7617.465,1766.65,5850.815,8584.127
FRA,2010,3,1,March 2010,9252.808,2157.837,7094.971,10476.041
FRA,2010,4,1,April 2010,8650.577,1886.777,6763.8,9701.404
FRA,2010,5,1,May 2010,10829.461,2297.133,8532.328,12242.146
FRA,2010,6,1,June 2010,10957.697,2408.768,8548.929,12436.128
FRA,2010,7,1,July 2010,12556.643,2562.835,9993.808,13829.141
FRA,2010,8,1,August 2010,12287.209,2372.584,9914.625,13327.409
FRA,2010,9,1,September 2010,10788.765,2225.727,8563.038,12159.483
FRA,2010,10,1,October 2010,10530.337,2223.298,8307.039,11914.907
FRA,2010,11,1,November 2010,8635.091,2090.407,6544.684,10014.801
FRA,2010,12,1,December 2010,8577.425,2077.341,6500.084,9803.217
FRA,2011,1,1,January 2011,8534.426,2029.09,6505.336,9666.252
FRA,2011,2,1,February 2011,8033.804,1911.195,6122.609,9184.92
FRA,2011,3,1,March 2011,9490.702,2200.529,7290.173,10880.341
FRA,2011,4,1,April 2011,10846.023,2301.672,8544.351,12289.846
FRA,2011,5,1,May 2011,11260.615,2402.182,8858.433,12890.589
FRA,2011,6,1,June 2011,11527.957,2534.281,8993.676,13159.757
FRA,2011,7,1,July 2011,13202.996,2653.42,10549.576,14628.869
FRA,2011,8,1,August 2011,12483.7,2378.797,10104.903,13647.077
FRA,2011,9,1,September 2011,11558.81,2382.91,9175.9,13084.309
FRA,2011,10,1,October 2011,10897.892,2326.226,8571.666,12396.493
FRA,2011,11,1,November 2011,8842.73,2130.594,6712.136,10275.857
FRA,2011,12,1,December 2011,9333.602,2279.145,7054.457,10702.037
FRA,2012,1,1,January 2012,8750.735,2091.218,6659.517,9926.86
FRA,2012,2,1,February 2012,8335.525,1951.419,6384.106,9458.858
FRA,2012,3,1,March 2012,9951.848,2277.619,7674.229,11342.064
FRA,2012,4,1,April 2012,11277.694,2339.312,8938.382,12729.481
FRA,2012,5,1,May 2012,11431.852,2364.142,9067.71,13011.989
FRA,2012,6,1,June 2012,11922.585,2556.94,9365.645,13672.697
FRA,2012,7,1,July 2012,13536.826,2757.863,10778.963,15163.082
FRA,2012,8,1,August 2012,13192.853,2489.598,10703.255,14555.109
FRA,2012,9,1,September 2012,11946.555,2396.813,9549.742,13540.834
FRA,2012,10,1,October 2012,10927.954,2325.543,8602.411,12495.859
FRA,2012,11,1,November 2012,9179.142,2196.759,6982.383,10710.218
FRA,2012,12,1,December 2012,9310.893,2249.436,7061.457,10720.771
FRA,2013,1,1,January 2013,8648.378,2029.49,6618.888,9727.721
FRA,2013,2,1,February 2013,8273.792,1996.605,6277.187,9422.845
FRA,2013,3,1,March 2013,10306.089,2305.712,8000.377,11614.362
FRA,2013,4,1,April 2013,11183.932,2418.892,8765.04,12642.214
FRA,2013,5,1,May 2013,12105.1,2498.755,9606.345,13564.006
FRA,2013,6,1,June 2013,12210.129,2578.634,9631.495,13791.385
FRA,2013,7,1,July 2013,13550.913,2809.231,10741.682,15019.54
FRA,2013,8,1,August 2013,13836.436,2582.065,11254.371,14999.451
FRA,2013,9,1,September 2013,12216.344,2455.672,9760.672,13701.866
FRA,2013,10,1,October 2013,11513.218,2458.974,9054.244,13049.354
FRA,2013,11,1,November 2013,9203.807,2176.129,7027.678,10641.99
FRA,2013,12,1,December 2013,9714.737,2313.838,7400.899,11095.779
FRA,2014,1,1,January 2014,9064.682,2052.571,7012.111,10187.663
FRA,2014,2,1,February 2014,8617.924,1983.371,6634.553,9786.551
FRA,2014,3,1,March 2014,10378.139,2288.84,8089.299,11741.285
FRA,2014,4,1,April 2014,11763.853,2398.588,9365.265,13245.209
FRA,2014,5,1,May 2014,12405.522,2386.227,10019.295,13904.063
FRA,2014,6,1,June 2014,12867.582,2672.673,10194.909,14605.145
FRA,2014,7,1,July 2014,13913.622,2731.1,11182.522,15402.771
FRA,2014,8,1,August 2014,14548.741,2536.819,12011.922,15760.504
FRA,2014,9,1,September 2014,11434.54,1986.923,9447.617,12568.096
FRA,2014,10,1,October 2014,11970.793,2454.215,9516.578,13547.234
FRA,2014,11,1,November 2014,9364.723,2114.97,7249.753,10806.697
FRA,2014,12,1,December 2014,10030.55,2314.652,7715.898,11452.142
FRA,2015,1,1,January 2015,9330.402,2053.546,7276.856,10406.368
FRA,2015,2,1,February 2015,8973.519,2018.312,6955.207,10121.316
FRA,2015,3,1,March 2015,10519.596,2276.636,8242.96,11875.472
FRA,2015,4,1,April 2015,11754.598,2330.996,9423.602,13109.483
FRA,2015,5,1,May 2015,12887.801,2446.547,10441.254,14355.328
FRA,2015,6,1,June 2015,12990.793,2594.716,10396.077,14621.799
FRA,2015,7,1,July 2015,14637.298,2703.031,11934.267,16029.529
FRA,2015,8,1,August 2015,15051.15,2531.99,12519.16,16180.428
FRA,2015,9,1,September 2015,12976.938,2407.038,10569.9,14492.484
FRA,2015,10,1,October 2015,12573.842,2483.056,10090.786,14111.446
FRA,2015,11,1,November 2015,9279.859,2061.323,7218.536,10646.689
FRA,2015,12,1,December 2015,9891.773,2258.917,7632.856,11222.338
FRA,2016,1,1,January 2016,9500.484,2074.25,7426.234,10881.72
FRA,2016,2,1,February 2016,9421.939,2094.892,7327.047,10932.784
FRA,2016,3,1,March 2016,10771.06,2282.172,8488.888,12393.72
FRA,2016,4,1,April 2016,12360.62,2467.19,9893.43,14251.84
FRA,2016,5,1,May 2016,13087.761,2531.212,10556.549,15108.878
FRA,2016,6,1,June 2016,13149.053,2630.333,10518.72,15309.791
FRA,2016,7,1,July 2016,15149.478,2756.897,12392.581,17197.245
FRA,2016,8,1,August 2016,14964.678,2524.795,12439.883,16770.338
FRA,2016,9,1,September 2016,13187.194,2467.197,10719.997,15240.441
FRA,2016,10,1,October 2016,12801.655,2532.424,10269.231,14782.692
FRA,2016,11,1,November 2016,9950.959,2208.258,7742.701,11627.789
FRA,2016,12,1,December 2016,10935.721,2398.316,8537.405,12596.088
FRA,2017,1,1,January 2017,10253.846,2190.45,8063.396,11710.202
FRA,2017,2,1,February 2017,9890.411,2097.346,7793.065,11367.644
FRA,2017,3,1,March 2017,11308.326,2353.014,8955.312,12989.969
FRA,2017,4,1,April 2017,13452.179,2529.702,10922.477,15367.587
FRA,2017,5,1,May 2017,13616.813,2567.003,11049.81,15678.453
FRA,2017,6,1,June 2017,13863.102,2781.151,11081.951,16145.985
FRA,2017,7,1,July 2017,16130.763,2933.012,13197.751,18303.699
FRA,2017,8,1,August 2017,15980.8,2675.968,13304.832,17884.698
FRA,2017,9,1,September 2017,14103.738,2572.795,11530.943,16242.312
FRA,2017,10,1,October 2017,13524.224,2622.463,10901.761,15564.967
FRA,2017,11,1,November 2017,10657.504,2286.147,8371.357,11557.276
FRA,2017,12,1,December 2017,11314.779,2414.973,8899.806,12979.816
GBR,2010,1,1,January 2010,12254.789,1380.903,10873.886,13585.092
GBR,2010,2,1,February 2010,12471.114,1604.265,10866.849,14023.125
GBR,2010,3,1,March 2010,14614.54,1827.721,12786.819,16379.075
GBR,2010,4,1,April 2010,12613.558,1409.196,11204.362,13966.869
GBR,2010,5,1,May 2010,16650.57,1687.884,14962.686,18268.444
GBR,2010,6,1,June 2010,18690.048,1934.658,16755.39,20550.443
GBR,2010,7,1,July 2010,21122.342,2062.692,19059.65,23108.195
GBR,2010,8,1,August 2010,21397.885,2058.664,19339.221,23378.022
GBR,2010,9,1,September 2010,19456.295,2003.248,17453.047,21388.415
GBR,2010,10,1,October 2010,18048.65,1997.807,16050.843,19980.105
GBR,2010,11,1,November 2010,13299.407,1709.547,11589.86,14944.783
GBR,2010,12,1,December 2010,12268.536,1306.157,10962.379,13515.745
GBR,2011,1,1,January 2011,12707.212,1444.976,11262.236,14096.536
GBR,2011,2,1,February 2011,12449.019,1532.253,10916.766,13930.869
GBR,2011,3,1,March 2011,14444.658,1763.588,12681.07,16142.296
GBR,2011,4,1,April 2011,16635.915,1706.348,14929.567,18277.466
GBR,2011,5,1,May 2011,17925.22,1764.959,16160.261,19624.645
GBR,2011,6,1,June 2011,19360.3,1876.159,17484.141,21176.001
GBR,2011,7,1,July 2011,21616.363,1943.316,19673.047,23496.883
GBR,2011,8,1,August 2011,21602.203,1955.975,19646.228,23485.825
GBR,2011,9,1,September 2011,19944.537,1882.114,18062.423,21769.242
GBR,2011,10,1,October 2011,17972.962,1825.57,16147.392,19748.334
GBR,2011,11,1,November 2011,13207.116,1678.515,11528.601,14829.859
GBR,2011,12,1,December 2011,13671.248,1548.397,12122.851,15074.405
GBR,2012,1,1,January 2012,12794.334,1408.903,11385.431,14153.342
GBR,2012,2,1,February 2012,12757.782,1532.54,11225.242,14244.639
GBR,2012,3,1,March 2012,15059.277,1735.41,13323.867,16747.618
GBR,2012,4,1,April 2012,16562.599,1743.49,14819.109,18257.052
GBR,2012,5,1,May 2012,17791.6,1833.325,15958.275,19565.931
GBR,2012,6,1,June 2012,19742.454,1817.161,17925.293,21516.818
GBR,2012,7,1,July 2012,21173.37,1866.187,19307.183,23010.509
GBR,2012,8,1,August 2012,21481.747,1883.102,19598.645,23325.595
