ISO3,Year,Month,Total,Domestic,International,Total_OS,ADM_name,Date,Name,Type
AUS,2014,1,7992.0,4790.0,3202.0,12600.04,Australia,2014-01-31,Chinese New Year,Observance
AUS,2014,1,7992.0,4790.0,3202.0,12600.04,Australia,2014-01-01,New Year's Day,Public holiday
AUS,2014,1,7992.0,4790.0,3202.0,12600.04,Australia,2014-01-26,Australia Day,Public holiday
AUS,2014,1,7992.0,4790.0,3202.0,12600.04,Australia,2014-01-27,Australia Day observed,Public holiday
AUS,2014,2,6697.0,4207.0,2490.0,10731.179,Australia,2014-02-14,Valentine's Day,Observance
AUS,2014,3,7277.0,4745.0,2532.0,11823.253,Australia,2014-03-17,St Patrick's Day,Observance
AUS,2014,3,7277.0,4745.0,2532.0,11823.253,Australia,2014-03-20,National Close the Gap Day,Observance
AUS,2014,3,7277.0,4745.0,2532.0,11823.253,Australia,2014-03-21,Harmony Day,Observance
AUS,2014,3,7277.0,4745.0,2532.0,11823.253,Australia,2014-03-10,Canberra Day,Public holiday
AUS,2014,4,7467.0,4757.0,2710.0,12026.674,Australia,2014-04-19,Holy Saturday,Local holiday
AUS,2014,4,7467.0,4757.0,2710.0,12026.674,Australia,2014-04-20,Easter Sunday,Observance
AUS,2014,4,7467.0,4757.0,2710.0,12026.674,Australia,2014-04-18,Good Friday,Public holiday
AUS,2014,4,7467.0,4757.0,2710.0,12026.674,Australia,2014-04-21,Easter Monday,Public holiday
AUS,2014,4,7467.0,4757.0,2710.0,12026.674,Australia,2014-04-25,ANZAC Day,Public holiday
AUS,2014,5,6977.0,4529.0,2449.0,11312.633,Australia,2014-05-11,Mother's Day,Observance
AUS,2014,5,6977.0,4529.0,2449.0,11312.633,Australia,2014-05-26,National Sorry Day,Observance
AUS,2014,6,7033.0,4447.0,2585.0,11296.644,Australia,2014-06-09,Queen's Birthday,Local holiday
AUS,2014,6,7033.0,4447.0,2585.0,11296.644,Australia,2014-06-06,Queensland Day,Local observance
AUS,2014,7,7956.0,4998.0,2957.0,12768.295,Australia,2014-07-06,First Day of NAIDOC Week,Observance
AUS,2014,9,7586.0,4805.0,2781.0,12210.658,Australia,2014-09-07,Father's Day,Observance
AUS,2014,10,8093.0,5239.0,2855.0,13140.036,Australia,2014-10-23,Diwali/Deepavali,Observance
AUS,2014,10,8093.0,5239.0,2855.0,13140.036,Australia,2014-10-31,Halloween,Observance
AUS,2014,11,7436.0,4767.0,2669.0,12001.636,Australia,2014-11-11,Remembrance Day,Observance
AUS,2014,11,7436.0,4767.0,2669.0,12001.636,Australia,2014-11-30,First Sunday of Advent,Observance
AUS,2014,12,8046.0,4886.0,3160.0,12757.249,Australia,2014-12-24,Christmas Eve,Observance
AUS,2014,12,8046.0,4886.0,3160.0,12757.249,Australia,2014-12-31,New Year's Eve,Observance
AUS,2014,12,8046.0,4886.0,3160.0,12757.249,Australia,2014-12-25,Christmas Day,Public holiday
AUS,2014,12,8046.0,4886.0,3160.0,12757.249,Australia,2014-12-26,Boxing Day,Public holiday
AUS,2015,1,7914.0,4631.0,3283.0,12385.241,Australia,2015-01-01,New Year's Day,Public holiday
AUS,2015,1,7914.0,4631.0,3283.0,12385.241,Australia,2015-01-26,Australia Day,Public holiday
AUS,2015,2,6835.0,4183.0,2652.0,10859.13,Australia,2015-02-14,Valentine's Day,Observance
AUS,2015,2,6835.0,4183.0,2652.0,10859.13,Australia,2015-02-19,Chinese New Year,Observance
AUS,2015,3,7594.0,4792.0,2802.0,12200.75,Australia,2015-03-17,St Patrick's Day,Observance
AUS,2015,3,7594.0,4792.0,2802.0,12200.75,Australia,2015-03-19,National Close the Gap Day,Observance
AUS,2015,3,7594.0,4792.0,2802.0,12200.75,Australia,2015-03-21,Harmony Day,Observance
AUS,2015,3,7594.0,4792.0,2802.0,12200.75,Australia,2015-03-09,Canberra Day,Public holiday
AUS,2015,4,7469.0,4722.0,2747.0,12013.986,Australia,2015-04-04,Holy Saturday,Local holiday
AUS,2015,4,7469.0,4722.0,2747.0,12013.986,Australia,2015-04-05,Easter Sunday,Observance
AUS,2015,4,7469.0,4722.0,2747.0,12013.986,Australia,2015-04-03,Good Friday,Public holiday
AUS,2015,4,7469.0,4722.0,2747.0,12013.986,Australia,2015-04-06,Easter Monday,Public holiday
AUS,2015,4,7469.0,4722.0,2747.0,12013.986,Australia,2015-04-25,ANZAC Day,Public holiday
AUS,2015,5,7029.0,4502.0,2527.0,11354.829,Australia,2015-05-10,Mother's Day,Observance
AUS,2015,5,7029.0,4502.0,2527.0,11354.829,Australia,2015-05-26,National Sorry Day,Observance
AUS,2015,6,7121.0,4433.0,2689.0,11379.639,Australia,2015-06-08,Queen's Birthday,Local holiday
AUS,2015,6,7121.0,4433.0,2689.0,11379.639,Australia,2015-06-06,Queensland Day,Local observance
AUS,2015,7,8203.0,5113.0,3089.0,13129.639,Australia,2015-07-05,First Day of NAIDOC Week,Observance
AUS,2015,9,7800.0,4867.0,2933.0,12483.423,Australia,2015-09-06,Father's Day,Observance
AUS,2015,10,8181.0,5159.0,3022.0,13143.209,Australia,2015-10-31,Halloween,Observance
AUS,2015,11,7741.0,4918.0,2824.0,12457.305,Australia,2015-11-11,Diwali/Deepavali,Observance
AUS,2015,11,7741.0,4918.0,2824.0,12457.305,Australia,2015-11-11,Remembrance Day,Observance
AUS,2015,11,7741.0,4918.0,2824.0,12457.305,Australia,2015-11-29,First Sunday of Advent,Observance
AUS,2015,12,8456.0,5028.0,3428.0,13294.981,Australia,2015-12-24,Christmas Eve,Observance
AUS,2015,12,8456.0,5028.0,3428.0,13294.981,Australia,2015-12-31,New Year's Eve,Observance
AUS,2015,12,8456.0,5028.0,3428.0,13294.981,Australia,2015-12-25,Christmas Day,Public holiday
AUS,2015,12,8456.0,5028.0,3428.0,13294.981,Australia,2015-12-26,Boxing Day,Public holiday
AUS,2015,12,8456.0,5028.0,3428.0,13294.981,Australia,2015-12-28,Christmas/Boxing Day Holiday,Public holiday
AUS,2016,1,8353.0,4793.0,3560.0,12974.713,Australia,2016-01-01,New Year's Day,Public holiday
AUS,2016,1,8353.0,4793.0,3560.0,12974.713,Australia,2016-01-26,Australia Day,Public holiday
AUS,2016,2,7376.0,4441.0,2936.0,11631.188,Australia,2016-02-08,Chinese New Year,Observance
AUS,2016,2,7376.0,4441.0,2936.0,11631.188,Australia,2016-02-14,Valentine's Day,Observance
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-26,Holy Saturday,Local holiday
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-17,National Close the Gap Day,Observance
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-17,St Patrick's Day,Observance
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-21,Harmony Day,Observance
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-27,Easter Sunday,Observance
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-14,Canberra Day,Public holiday
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-25,Good Friday,Public holiday
AUS,2016,3,7958.0,4949.0,3009.0,12704.455,Australia,2016-03-28,Easter Monday,Public holiday
AUS,2016,4,7773.0,4814.0,2959.0,12384.42,Australia,2016-04-25,ANZAC Day,Public holiday
AUS,2016,5,7329.0,4638.0,2691.0,11764.387,Australia,2016-05-08,Mother's Day,Observance
AUS,2016,5,7329.0,4638.0,2691.0,11764.387,Australia,2016-05-26,National Sorry Day,Observance
AUS,2016,6,7485.0,4579.0,2906.0,11868.052,Australia,2016-06-13,Queen's Birthday,Local holiday
AUS,2016,6,7485.0,4579.0,2906.0,11868.052,Australia,2016-06-06,Queensland Day,Local observance
AUS,2016,7,8564.0,5156.0,3408.0,13516.474,Australia,2016-07-03,First Day of NAIDOC Week,Observance
AUS,2016,9,8205.0,5029.0,3176.0,13025.711,Australia,2016-09-04,Father's Day,Observance
AUS,2016,10,8436.0,5210.0,3226.0,13435.015,Australia,2016-10-30,Diwali/Deepavali,Observance
AUS,2016,10,8436.0,5210.0,3226.0,13435.015,Australia,2016-10-31,Halloween,Observance
AUS,2016,11,8047.0,5022.0,3026.0,12851.41,Australia,2016-11-11,Remembrance Day,Observance
AUS,2016,11,8047.0,5022.0,3026.0,12851.41,Australia,2016-11-27,First Sunday of Advent,Observance
AUS,2016,12,8766.0,5108.0,3658.0,13668.07,Australia,2016-12-24,Christmas Eve,Observance
AUS,2016,12,8766.0,5108.0,3658.0,13668.07,Australia,2016-12-31,New Year's Eve,Observance
AUS,2016,12,8766.0,5108.0,3658.0,13668.07,Australia,2016-12-25,Christmas Day,Public holiday
AUS,2016,12,8766.0,5108.0,3658.0,13668.07,Australia,2016-12-26,Boxing Day,Public holiday
AUS,2016,12,8766.0,5108.0,3658.0,13668.07,Australia,2016-12-27,Christmas/Boxing Day Holiday,Public holiday
AUS,2016,12,8766.0,5108.0,3658.0,13668.07,Australia,2016-12-27,Proclamation Day,Public holiday
AUS,2017,1,8746.0,4944.0,3802.0,13495.49,Australia,2017-01-28,Chinese New Year,Observance
AUS,2017,1,8746.0,4944.0,3802.0,13495.49,Australia,2017-01-01,New Year's Day,Public holiday
AUS,2017,1,8746.0,4944.0,3802.0,13495.49,Australia,2017-01-02,New Year's Day observed,Public holiday
AUS,2017,1,8746.0,4944.0,3802.0,13495.49,Australia,2017-01-26,Australia Day,Public holiday
AUS,2017,2,7298.0,4327.0,2971.0,11445.309,Australia,2017-02-14,Valentine's Day,Observance
AUS,2017,3,8031.0,4971.0,3059.0,12787.257,Australia,2017-03-16,National Close the Gap Day,Observance
AUS,2017,3,8031.0,4971.0,3059.0,12787.257,Australia,2017-03-17,St Patrick's Day,Observance
AUS,2017,3,8031.0,4971.0,3059.0,12787.257,Australia,2017-03-21,Harmony Day,Observance
AUS,2017,3,8031.0,4971.0,3059.0,12787.257,Australia,2017-03-13,Canberra Day,Public holiday
AUS,2017,4,8215.0,4908.0,3308.0,12922.235,Australia,2017-04-15,Holy Saturday,Local holiday
AUS,2017,4,8215.0,4908.0,3308.0,12922.235,Australia,2017-04-16,Easter Sunday,Observance
AUS,2017,4,8215.0,4908.0,3308.0,12922.235,Australia,2017-04-14,Good Friday,Public holiday
AUS,2017,4,8215.0,4908.0,3308.0,12922.235,Australia,2017-04-17,Easter Monday,Public holiday
AUS,2017,4,8215.0,4908.0,3308.0,12922.235,Australia,2017-04-25,ANZAC Day,Public holiday
AUS,2017,5,7583.0,4712.0,2871.0,12080.063,Australia,2017-05-14,Mother's Day,Observance
AUS,2017,5,7583.0,4712.0,2871.0,12080.063,Australia,2017-05-26,National Sorry Day,Observance
AUS,2017,6,7755.0,4661.0,3094.0,12204.838,Australia,2017-06-12,Queen's Birthday,Local holiday
AUS,2017,6,7755.0,4661.0,3094.0,12204.838,Australia,2017-06-06,Queensland Day,Local observance
AUS,2017,7,8809.0,5269.0,3541.0,13861.121,Australia,2017-07-02,First Day of NAIDOC Week,Observance
AUS,2017,9,8367.0,5036.0,3330.0,13190.219,Australia,2017-09-03,Father's Day,Observance
AUS,2017,10,8754.0,5384.0,3370.0,13909.423,Australia,2017-10-19,Diwali/Deepavali,Observance
AUS,2017,10,8754.0,5384.0,3370.0,13909.423,Australia,2017-10-31,Halloween,Observance
AUS,2017,11,8373.0,5181.0,3192.0,13325.637,Australia,2017-11-11,Remembrance Day,Observance
AUS,2017,12,9037.0,5210.0,3827.0,14038.212,Australia,2017-12-03,First Sunday of Advent,Observance
AUS,2017,12,9037.0,5210.0,3827.0,14038.212,Australia,2017-12-24,Christmas Eve,Observance
AUS,2017,12,9037.0,5210.0,3827.0,14038.212,Australia,2017-12-31,New Year's Eve,Observance
AUS,2017,12,9037.0,5210.0,3827.0,14038.212,Australia,2017-12-25,Christmas Day,Public holiday
AUS,2017,12,9037.0,5210.0,3827.0,14038.212,Australia,2017-12-26,Boxing Day,Public holiday
AUT,2010,1,1616.764,58.839,1557.925,1682.538,Austria,2010-01-01,New Year's Day,Public holiday
AUT,2010,1,1616.764,58.839,1557.925,1682.538,Austria,2010-01-06,Epiphany,Public holiday
AUT,2010,3,1908.254,66.905,1841.349,1981.826,Austria,2010-03-28,Palm Sunday,Observance
AUT,2010,4,1624.357,55.7,1568.657,1687.948,Austria,2010-04-02,Good Friday,Observance
AUT,2010,4,1624.357,55.7,1568.657,1687.948,Austria,2010-04-04,Easter Sunday,Observance
AUT,2010,4,1624.357,55.7,1568.657,1687.948,Austria,2010-04-05,Easter Monday,Public holiday
AUT,2010,5,2080.848,65.071,2015.777,2157.512,Austria,2010-05-23,Whit Sunday,Observance
AUT,2010,5,2080.848,65.071,2015.777,2157.512,Austria,2010-05-01,Labor Day / May Day,Public holiday
AUT,2010,5,2080.848,65.071,2015.777,2157.512,Austria,2010-05-13,Ascension Day,Public holiday
AUT,2010,5,2080.848,65.071,2015.777,2157.512,Austria,2010-05-24,Whit Monday,Public holiday
AUT,2010,6,2151.684,66.718,2084.966,2236.175,Austria,2010-06-03,Corpus Christi,Public holiday
AUT,2010,8,2356.612,61.833,2294.779,2438.407,Austria,2010-08-15,Assumption of Mary,Public holiday
AUT,2010,9,2280.317,72.0,2208.317,2374.503,Austria,2010-09-26,European Heritage Days,Observance
AUT,2010,10,2085.698,71.383,2014.315,2176.753,Austria,2010-10-31,Reformation Day,Observance
AUT,2010,10,2085.698,71.383,2014.315,2176.753,Austria,2010-10-26,National Day,Public holiday
AUT,2010,11,1740.819,65.968,1674.851,1817.508,Austria,2010-11-02,All Souls' Day,Observance
AUT,2010,11,1740.819,65.968,1674.851,1817.508,Austria,2010-11-28,First Advent Sunday,Observance
AUT,2010,11,1740.819,65.968,1674.851,1817.508,Austria,2010-11-01,All Saints' Day,Public holiday
AUT,2010,12,1691.526,57.468,1634.058,1763.814,Austria,2010-12-24,Christmas Eve,Half-day holiday
AUT,2010,12,1691.526,57.468,1634.058,1763.814,Austria,2010-12-31,New Year's Eve,Observance
AUT,2010,12,1691.526,57.468,1634.058,1763.814,Austria,2010-12-08,Immaculate Conception,Public holiday
AUT,2010,12,1691.526,57.468,1634.058,1763.814,Austria,2010-12-25,Christmas Day,Public holiday
AUT,2010,12,1691.526,57.468,1634.058,1763.814,Austria,2010-12-26,St. Stephen's Day,Public holiday
AUT,2011,1,1711.33,60.509,1650.821,1777.677,Austria,2011-01-01,New Year's Day,Public holiday
AUT,2011,1,1711.33,60.509,1650.821,1777.677,Austria,2011-01-06,Epiphany,Public holiday
AUT,2011,4,2015.846,54.77,1961.076,2067.068,Austria,2011-04-17,Palm Sunday,Observance
AUT,2011,4,2015.846,54.77,1961.076,2067.068,Austria,2011-04-22,Good Friday,Observance
AUT,2011,4,2015.846,54.77,1961.076,2067.068,Austria,2011-04-24,Easter Sunday,Observance
AUT,2011,4,2015.846,54.77,1961.076,2067.068,Austria,2011-04-25,Easter Monday,Public holiday
AUT,2011,5,2192.972,57.841,2135.131,2253.256,Austria,2011-05-01,Labor Day / May Day,Public holiday
AUT,2011,6,2279.147,51.863,2227.284,2333.315,Austria,2011-06-12,Whit Sunday,Observance
AUT,2011,6,2279.147,51.863,2227.284,2333.315,Austria,2011-06-02,Ascension Day,Public holiday
AUT,2011,6,2279.147,51.863,2227.284,2333.315,Austria,2011-06-13,Whit Monday,Public holiday
AUT,2011,6,2279.147,51.863,2227.284,2333.315,Austria,2011-06-23,Corpus Christi,Public holiday
AUT,2011,8,2461.844,48.947,2412.897,2514.276,Austria,2011-08-15,Assumption of Mary,Public holiday
AUT,2011,9,2442.374,57.654,2384.72,2508.527,Austria,2011-09-25,European Heritage Days,Observance
AUT,2011,10,2169.417,53.775,2115.642,2229.285,Austria,2011-10-31,Reformation Day,Observance
AUT,2011,10,2169.417,53.775,2115.642,2229.285,Austria,2011-10-26,National Day,Public holiday
AUT,2011,11,1825.947,52.189,1773.758,1880.677,Austria,2011-11-02,All Souls' Day,Observance
AUT,2011,11,1825.947,52.189,1773.758,1880.677,Austria,2011-11-27,First Advent Sunday,Observance
AUT,2011,11,1825.947,52.189,1773.758,1880.677,Austria,2011-11-01,All Saints' Day,Public holiday
AUT,2011,12,1840.181,44.67,1795.511,1883.334,Austria,2011-12-24,Christmas Eve,Half-day holiday
AUT,2011,12,1840.181,44.67,1795.511,1883.334,Austria,2011-12-31,New Year's Eve,Observance
AUT,2011,12,1840.181,44.67,1795.511,1883.334,Austria,2011-12-08,Immaculate Conception,Public holiday
AUT,2011,12,1840.181,44.67,1795.511,1883.334,Austria,2011-12-25,Christmas Day,Public holiday
AUT,2011,12,1840.181,44.67,1795.511,1883.334,Austria,2011-12-26,St. Stephen's Day,Public holiday
AUT,2012,1,1801.994,50.187,1751.807,1850.551,Austria,2012-01-01,New Year's Day,Public holiday
AUT,2012,1,1801.994,50.187,1751.807,1850.551,Austria,2012-01-06,Epiphany,Public holiday
AUT,2012,4,2144.869,50.114,2094.755,2193.159,Austria,2012-04-01,Palm Sunday,Observance
AUT,2012,4,2144.869,50.114,2094.755,2193.159,Austria,2012-04-06,Good Friday,Observance
AUT,2012,4,2144.869,50.114,2094.755,2193.159,Austria,2012-04-08,Easter Sunday,Observance
AUT,2012,4,2144.869,50.114,2094.755,2193.159,Austria,2012-04-09,Easter Monday,Public holiday
AUT,2012,5,2253.364,54.706,2198.658,2309.65,Austria,2012-05-27,Whit Sunday,Observance
AUT,2012,5,2253.364,54.706,2198.658,2309.65,Austria,2012-05-01,Labor Day / May Day,Public holiday
AUT,2012,5,2253.364,54.706,2198.658,2309.65,Austria,2012-05-17,Ascension Day,Public holiday
AUT,2012,5,2253.364,54.706,2198.658,2309.65,Austria,2012-05-28,Whit Monday,Public holiday
AUT,2012,6,2394.37,55.998,2338.372,2454.177,Austria,2012-06-07,Corpus Christi,Public holiday
AUT,2012,8,2493.086,46.282,2446.804,2538.52,Austria,2012-08-15,Assumption of Mary,Public holiday
AUT,2012,9,2502.746,56.901,2445.845,2561.5,Austria,2012-09-23,European Heritage Days,Observance
AUT,2012,10,2215.188,56.215,2158.973,2269.836,Austria,2012-10-31,Reformation Day,Observance
AUT,2012,10,2215.188,56.215,2158.973,2269.836,Austria,2012-10-26,National Day,Public holiday
AUT,2012,11,1827.408,51.762,1775.646,1876.891,Austria,2012-11-02,All Souls' Day,Observance
AUT,2012,11,1827.408,51.762,1775.646,1876.891,Austria,2012-11-01,All Saints' Day,Public holiday
AUT,2012,12,1843.44,45.825,1797.615,1883.352,Austria,2012-12-24,Christmas Eve,Half-day holiday
AUT,2012,12,1843.44,45.825,1797.615,1883.352,Austria,2012-12-02,First Advent Sunday,Observance
AUT,2012,12,1843.44,45.825,1797.615,1883.352,Austria,2012-12-31,New Year's Eve,Observance
AUT,2012,12,1843.44,45.825,1797.615,1883.352,Austria,2012-12-08,Immaculate Conception,Public holiday
AUT,2012,12,1843.44,45.825,1797.615,1883.352,Austria,2012-12-25,Christmas Day,Public holiday
AUT,2012,12,1843.44,45.825,1797.615,1883.352,Austria,2012-12-26,St. Stephen's Day,Public holiday
AUT,2013,1,1762.653,46.59,1716.063,1803.576,Austria,2013-01-01,New Year's Day,Public holiday
AUT,2013,1,1762.653,46.59,1716.063,1803.576,Austria,2013-01-06,Epiphany,Public holiday
AUT,2013,3,2150.535,55.356,2095.179,2201.494,Austria,2013-03-24,Palm Sunday,Observance
AUT,2013,3,2150.535,55.356,2095.179,2201.494,Austria,2013-03-29,Good Friday,Observance
AUT,2013,3,2150.535,55.356,2095.179,2201.494,Austria,2013-03-31,Easter Sunday,Observance
AUT,2013,4,2029.996,52.036,1977.96,2079.384,Austria,2013-04-01,Easter Monday,Public holiday
AUT,2013,5,2239.011,50.007,2189.004,2287.695,Austria,2013-05-19,Whit Sunday,Observance
AUT,2013,5,2239.011,50.007,2189.004,2287.695,Austria,2013-05-01,Labor Day / May Day,Public holiday
AUT,2013,5,2239.011,50.007,2189.004,2287.695,Austria,2013-05-09,Ascension Day,Public holiday
AUT,2013,5,2239.011,50.007,2189.004,2287.695,Austria,2013-05-20,Whit Monday,Public holiday
AUT,2013,5,2239.011,50.007,2189.004,2287.695,Austria,2013-05-30,Corpus Christi,Public holiday
AUT,2013,8,2537.606,47.393,2490.213,2582.021,Austria,2013-08-15,Assumption of Mary,Public holiday
AUT,2013,9,2451.674,58.67,2393.004,2507.801,Austria,2013-09-22,European Heritage Days,Observance
AUT,2013,10,2230.866,58.248,2172.618,2286.045,Austria,2013-10-31,Reformation Day,Observance
AUT,2013,10,2230.866,58.248,2172.618,2286.045,Austria,2013-10-26,National Day,Public holiday
AUT,2013,11,1817.948,50.801,1767.147,1867.408,Austria,2013-11-02,All Souls' Day,Observance
AUT,2013,11,1817.948,50.801,1767.147,1867.408,Austria,2013-11-01,All Saints' Day,Public holiday
AUT,2013,12,1873.528,44.446,1829.082,1914.073,Austria,2013-12-24,Christmas Eve,Half-day holiday
AUT,2013,12,1873.528,44.446,1829.082,1914.073,Austria,2013-12-01,First Advent Sunday,Observance
AUT,2013,12,1873.528,44.446,1829.082,1914.073,Austria,2013-12-31,New Year's Eve,Observance
AUT,2013,12,1873.528,44.446,1829.082,1914.073,Austria,2013-12-08,Immaculate Conception,Public holiday
AUT,2013,12,1873.528,44.446,1829.082,1914.073,Austria,2013-12-25,Christmas Day,Public holiday
AUT,2013,12,1873.528,44.446,1829.082,1914.073,Austria,2013-12-26,St. Stephen's Day,Public holiday
AUT,2014,1,1807.004,45.671,1761.333,1847.985,Austria,2014-01-01,New Year's Day,Public holiday
AUT,2014,1,1807.004,45.671,1761.333,1847.985,Austria,2014-01-06,Epiphany,Public holiday
AUT,2014,4,2189.347,48.62,2140.727,2233.684,Austria,2014-04-13,Palm Sunday,Observance
AUT,2014,4,2189.347,48.62,2140.727,2233.684,Austria,2014-04-18,Good Friday,Observance
AUT,2014,4,2189.347,48.62,2140.727,2233.684,Austria,2014-04-20,Easter Sunday,Observance
AUT,2014,4,2189.347,48.62,2140.727,2233.684,Austria,2014-04-21,Easter Monday,Public holiday
AUT,2014,5,2330.573,49.781,2280.792,2382.162,Austria,2014-05-01,Labor Day / May Day,Public holiday
AUT,2014,5,2330.573,49.781,2280.792,2382.162,Austria,2014-05-29,Ascension Day,Public holiday
AUT,2014,6,2483.1,50.612,2432.488,2539.313,Austria,2014-06-08,Whit Sunday,Observance
AUT,2014,6,2483.1,50.612,2432.488,2539.313,Austria,2014-06-09,Whit Monday,Public holiday
AUT,2014,6,2483.1,50.612,2432.488,2539.313,Austria,2014-06-19,Corpus Christi,Public holiday
AUT,2014,8,2645.521,42.866,2602.655,2695.96,Austria,2014-08-15,Assumption of Mary,Public holiday
AUT,2014,9,2519.181,53.872,2465.309,2580.047,Austria,2014-09-28,European Heritage Days,Observance
AUT,2014,10,2267.695,53.444,2214.251,2326.106,Austria,2014-10-31,Reformation Day,Observance
AUT,2014,10,2267.695,53.444,2214.251,2326.106,Austria,2014-10-26,National Day,Public holiday
AUT,2014,11,1806.834,47.772,1759.062,1859.274,Austria,2014-11-02,All Souls' Day,Observance
AUT,2014,11,1806.834,47.772,1759.062,1859.274,Austria,2014-11-30,First Advent Sunday,Observance
AUT,2014,11,1806.834,47.772,1759.062,1859.274,Austria,2014-11-01,All Saints' Day,Public holiday
AUT,2014,12,1870.56,39.511,1831.049,1913.341,Austria,2014-12-31,New Year's Eve,Observance
AUT,2014,12,1870.56,39.511,1831.049,1913.341,Austria,2014-12-08,Immaculate Conception,Public holiday
AUT,2014,12,1870.56,39.511,1831.049,1913.341,Austria,2014-12-24,Christmas Eve,Public holiday
AUT,2014,12,1870.56,39.511,1831.049,1913.341,Austria,2014-12-25,Christmas Day,Public holiday
AUT,2014,12,1870.56,39.511,1831.049,1913.341,Austria,2014-12-26,St. Stephen's Day,Public holiday
AUT,2015,1,1751.044,38.497,1712.547,1794.667,Austria,2015-01-01,New Year's Day,Public holiday
AUT,2015,1,1751.044,38.497,1712.547,1794.667,Austria,2015-01-06,Epiphany,Public holiday
AUT,2015,3,2100.017,49.578,2050.439,2153.341,Austria,2015-03-29,Palm Sunday,Observance
AUT,2015,4,2182.653,40.618,2142.035,2225.22,Austria,2015-04-03,Good Friday,Observance
AUT,2015,4,2182.653,40.618,2142.035,2225.22,Austria,2015-04-05,Easter Sunday,Observance
AUT,2015,4,2182.653,40.618,2142.035,2225.22,Austria,2015-04-06,Easter Monday,Public holiday
AUT,2015,5,2363.428,43.331,2320.097,2408.606,Austria,2015-05-24,Whit Sunday,Observance
AUT,2015,5,2363.428,43.331,2320.097,2408.606,Austria,2015-05-01,Labor Day / May Day,Public holiday
AUT,2015,5,2363.428,43.331,2320.097,2408.606,Austria,2015-05-14,Ascension Day,Public holiday
AUT,2015,5,2363.428,43.331,2320.097,2408.606,Austria,2015-05-25,Whit Monday,Public holiday
AUT,2015,6,2520.214,45.867,2474.347,2571.94,Austria,2015-06-04,Corpus Christi,Public holiday
AUT,2015,8,2775.665,39.414,2736.251,2815.911,Austria,2015-08-15,Assumption of Mary,Public holiday
AUT,2015,9,2622.134,53.111,2569.023,2678.217,Austria,2015-09-27,European Heritage Days,Observance
AUT,2015,10,2279.362,51.179,2228.183,2337.504,Austria,2015-10-31,Reformation Day,Observance
AUT,2015,10,2279.362,51.179,2228.183,2337.504,Austria,2015-10-26,National Day,Public holiday
AUT,2015,11,1843.174,48.42,1794.754,1897.185,Austria,2015-11-02,All Souls' Day,Observance
AUT,2015,11,1843.174,48.42,1794.754,1897.185,Austria,2015-11-29,First Advent Sunday,Observance
AUT,2015,11,1843.174,48.42,1794.754,1897.185,Austria,2015-11-01,All Saints' Day,Public holiday
AUT,2015,12,1858.999,37.286,1821.713,1899.052,Austria,2015-12-31,New Year's Eve,Observance
AUT,2015,12,1858.999,37.286,1821.713,1899.052,Austria,2015-12-08,Immaculate Conception,Public holiday
AUT,2015,12,1858.999,37.286,1821.713,1899.052,Austria,2015-12-24,Christmas Eve,Public holiday
AUT,2015,12,1858.999,37.286,1821.713,1899.052,Austria,2015-12-25,Christmas Day,Public holiday
AUT,2015,12,1858.999,37.286,1821.713,1899.052,Austria,2015-12-26,St. Stephen's Day,Public holiday
AUT,2016,1,1770.425,36.725,1733.7,1809.894,Austria,2016-01-01,New Year's Day,Public holiday
AUT,2016,1,1770.425,36.725,1733.7,1809.894,Austria,2016-01-06,Epiphany,Public holiday
AUT,2016,3,2151.897,45.15,2106.747,2197.406,Austria,2016-03-20,Palm Sunday,Observance
AUT,2016,3,2151.897,45.15,2106.747,2197.406,Austria,2016-03-25,Good Friday,Observance
AUT,2016,3,2151.897,45.15,2106.747,2197.406,Austria,2016-03-27,Easter Sunday,Observance
AUT,2016,3,2151.897,45.15,2106.747,2197.406,Austria,2016-03-28,Easter Monday,Public holiday
AUT,2016,5,2373.298,44.119,2329.179,2416.921,Austria,2016-05-15,Whit Sunday,Observance
AUT,2016,5,2373.298,44.119,2329.179,2416.921,Austria,2016-05-01,Labor Day / May Day,Public holiday
AUT,2016,5,2373.298,44.119,2329.179,2416.921,Austria,2016-05-05,Ascension Day,Public holiday
AUT,2016,5,2373.298,44.119,2329.179,2416.921,Austria,2016-05-16,Whit Monday,Public holiday
AUT,2016,5,2373.298,44.119,2329.179,2416.921,Austria,2016-05-26,Corpus Christi,Public holiday
AUT,2016,8,2723.254,38.659,2684.595,2759.352,Austria,2016-08-15,Assumption of Mary,Public holiday
AUT,2016,9,2665.489,45.82,2619.669,2711.163,Austria,2016-09-25,European Heritage Days,Observance
AUT,2016,10,2398.405,46.315,2352.09,2446.976,Austria,2016-10-31,Reformation Day,Observance
AUT,2016,10,2398.405,46.315,2352.09,2446.976,Austria,2016-10-26,National Day,Public holiday
